CONTROL,PER,REGION,METRO3,VALUE,ZINC2,ROOMS,ZADEQ,UTILITY,FMTZADEQ
'600828730103',4,'2','2',785000,350000,13,'1',324.3333333,1 Adequate
'300394130103',2,'2','1',320000,349964,6,'1',251,1 Adequate
'401600510146',2,'1','2',46000,349964,11,'1',844.8333333,1 Adequate
'731985100142',4,'3','2',700000,349964,9,'1',373,1 Adequate
'734250830147',5,'3','2',750000,349964,10,'1',760.1666667,1 Adequate
'485579570142',2,'4','2',800000,349438,8,'1',304.4166667,1 Adequate
'102336230133',5,'2','3',750000,348964,12,'1',273.3333333,1 Adequate
'187818090142',6,'4','2',590000,348964,7,'1',202.75,1 Adequate
'100168630103',1,'3','2',240000,348964,8,'1',168,1 Adequate
'600596930203',4,'2','1',700000,348584,8,'1',571.3333333,1 Adequate
'102502530133',4,'2','3',275000,348269,7,'1',165,1 Adequate
'733502420140',6,'2','2',300000,348264,9,'1',288.5,1 Adequate
'400134350148',2,'2','2',225000,347964,8,'1',282.4166667,1 Adequate
'687622930140',1,'2','2',900000,347964,9,'1',357.5,1 Adequate
'200317230103',2,'4','1',775000,347438,12,'1',184.75,1 Adequate
'303493170141',2,'4','2',800000,347438,8,'1',454.0833333,1 Adequate
'681583730133',3,'1','2',630000,347314,11,'1',712.6666667,1 Adequate
'588796110149',4,'1','2',450000,346676,7,'1',409.8333333,1 Adequate
'604926350145',5,'2','2',200000,346664,9,'1',568,1 Adequate
'684987900142',1,'1','1',600000,346664,3,'1',119,1 Adequate
'399536936387',4,'3','3',450000,346464,9,'1',333,1 Adequate
'100029930103',5,'3','1',1000000,346464,8,'1',696.4166667,1 Adequate
'100107830103',2,'3','1',2465647,346414,7,'1',313,1 Adequate
'101504550140',3,'3','3',285000,346260,8,'1',280.5,1 Adequate
'200169130103',2,'4','2',250000,346164,8,'1',538.1666667,1 Adequate
'100298130103',3,'2','3',550000,345964,11,'1',302,1 Adequate
'100910330103',1,'4','1',800000,345964,4,'1',0,1 Adequate
'287880970147',4,'1','2',750000,345964,7,'1',414.8333333,1 Adequate
'730517180145',1,'4','2',175000,345964,7,'1',359.6666667,1 Adequate
'734410650143',2,'4','2',650000,345964,9,'1',445,1 Adequate
'100440130103',4,'2','3',420000,345764,10,'1',287,1 Adequate
'200107530103',3,'3','1',500000,345464,5,'1',219,1 Adequate
'600944630103',4,'3','2',1300000,345464,10,'1',399.6666667,1 Adequate
'699852899188',2,'3','5',80000,345438,10,'1',169,1 Adequate
'200749130103',4,'2','1',2465647,345334,8,'1',419.25,1 Adequate
'389688920143',2,'1','2',80000,345164,7,'1',229.9166667,1 Adequate
'730216820146',2,'3','3',450000,345040,6,'1',391,1 Adequate
'399659939282',2,'3','3',550000,344964,7,'1',367.6666667,1 Adequate
'738558240145',3,'3','2',550000,344964,12,'1',669,1 Adequate
'300503700146',3,'4','2',750000,344864,6,'1',275.8333333,1 Adequate
'730633820149',4,'3','2',575000,344264,9,'1',278.3333333,1 Adequate
'699142828089',5,'3','3',400000,344064,7,'1',181,1 Adequate
'300107330103',3,'3','2',700000,344064,10,'1',353.3333333,1 Adequate
'732504450249',2,'3','3',1000000,344064,10,'1',378.6666667,1 Adequate
'400819130203',5,'2','1',475000,343964,11,'1',318.6666667,1 Adequate
'480357460144',4,'2','3',260000,343964,8,'1',224.1666667,1 Adequate
'732094500149',2,'2','1',400000,343964,8,'1',319.3333333,1 Adequate
'737150750248',4,'2','2',750000,343964,10,'1',356,1 Adequate
'500809790146',5,'3','2',600000,343950,10,'1',399.6666667,1 Adequate
'730942140140',2,'3','1',150000,343564,5,'1',140,1 Adequate
'401799550146',2,'3','2',240000,343438,8,'1',201.8333333,1 Adequate
'102502430133',5,'2','3',200000,343281,7,'1',377,1 Adequate
'734934470146',3,'3','2',400000,343264,8,'1',312.5,1 Adequate
'400129430103',4,'4','3',500000,343064,9,'1',517.75,1 Adequate
'699848830113',3,'3','3',60000,343018,7,'1',225,1 Adequate
'581596230133',2,'2','1',200000,342969,5,'1',207,1 Adequate
'200127130203',2,'1','3',1000000,342964,9,'1',348,1 Adequate
'730499290140',3,'3','2',250000,342964,7,'1',247,1 Adequate
'581583230133',5,'1','2',1000000,342964,12,'1',725.1666667,1 Adequate
'730273920143',5,'1','2',900000,342964,8,'1',345.8333333,1 Adequate
'733583000140',1,'1','1',475000,342964,6,'1',203.3333333,1 Adequate
'601389530103',2,'3','3',650000,342857,10,'1',625.8333333,1 Adequate
'600469130103',5,'1','3',850000,342564,7,'1',104,1 Adequate
'100339630103',3,'3','1',400000,342438,7,'1',527,1 Adequate
'730458100142',4,'1','2',650000,342376,9,'1',417.8333333,1 Adequate
'730541540144',2,'4','2',1000000,342364,8,'1',439.3333333,1 Adequate
'599760670442',1,'3','5',42000,342314,6,'1',146.0833333,1 Adequate
'203583920140',5,'1','3',425000,341964,9,'1',435,1 Adequate
'730879490149',4,'2','1',205000,341964,9,'1',333.6666667,1 Adequate
'735045750148',3,'4','2',550000,341409,7,'1',224,1 Adequate
'100365230103',4,'2','1',583000,341129,7,'1',362,1 Adequate
'677873270142',2,'2','2',500000,340964,8,'1',306.75,1 Adequate
'699105998086',4,'3','5',140000,340964,6,'1',389.3333333,1 Adequate
'682389830149',2,'3','1',300000,340964,8,'1',522.75,1 Adequate
'184591580142',4,'3','1',850000,340534,9,'3',414.25,3 Severely Indadequa
'200583730133',6,'1','2',675000,340464,10,'1',558.3333333,1 Adequate
'400129230103',4,'4','2',1100000,340464,11,'1',604.5,1 Adequate
'732282280147',5,'2','2',225000,340304,9,'1',433.6666667,1 Adequate
'383890220147',2,'4','1',220000,340164,9,'1',181,1 Adequate
'287150840142',5,'2','2',2465647,340104,11,2,900.3333333,2 Moderately Inadequ
'737389700149',2,'3','2',240000,340000,7,'1',418,1 Adequate
'731357570147',2,'2','2',340000,340000,9,'1',394.5,1 Adequate
'734583420149',4,'1','2',650000,340000,8,'1',759.75,1 Adequate
'161583130133',3,'1','2',500000,339964,8,'1',498,1 Adequate
'378502910140',1,'2','2',200000,339964,6,'1',180,1 Adequate
'501948150142',5,'1','3',400000,339964,9,'1',387.0833333,1 Adequate
'691336430133',3,'2','2',750000,339964,10,'1',220.6666667,1 Adequate
'731382740142',3,'4','2',1200000,339953,9,'1',774.3333333,1 Adequate
'732914270148',1,'3','2',380000,339864,9,'1',212.3333333,1 Adequate
'695273230133',4,'1','2',325000,339764,8,'1',381,1 Adequate
'502502530133',4,'2','2',500000,339724,10,'1',570.3333333,1 Adequate
'497206130133',1,'1','2',350000,339464,5,'1',151,1 Adequate
'299141750146',4,'3','3',2465647,339264,10,'1',334,1 Adequate
'740150480148',5,'2','1',652000,339252,11,'1',424.3333333,1 Adequate
'303389990140',1,'3','1',55000,339064,4,'1',61,1 Adequate
'300389830103',1,'3','2',230000,339064,6,'1',218.8333333,1 Adequate
'301788520143',5,'2','2',2465647,339039,12,'1',293,1 Adequate
'482778700142',2,'4','1',500000,338989,8,'1',245.3333333,1 Adequate
'730458280142',4,'1','3',750000,338974,9,'1',736.6666667,1 Adequate
'282336830133',6,'2','3',425000,338964,8,'1',292.5,1 Adequate
'301583230133',2,'1','2',470000,338964,8,'1',436,1 Adequate
'731415270142',5,'3','3',110000,338964,8,'1',340.3333333,1 Adequate
'399451900344',2,'3','3',700000,338964,8,'1',652,1 Adequate
'288289350147',2,'4','2',2465647,338804,8,'1',465.1666667,1 Adequate
'733502830140',5,'2','3',400000,338797,10,'1',487.6666667,1 Adequate
'601987300145',1,'1','1',125000,338534,4,2,74,2 Moderately Inadequ
'500273630133',4,'1','2',1000000,338514,10,'1',554.3333333,1 Adequate
'287258170141',5,'1','2',325000,338464,7,'1',481.4166667,1 Adequate
'299363930146',1,'1','3',355000,338464,6,'1',328.3333333,1 Adequate
'499365950342',4,'3','3',225000,338438,9,'1',237.5,1 Adequate
'100374330146',2,'2','4',250000,338268,10,'1',280,1 Adequate
'387597330141',1,'1','2',169350,338264,7,'1',314,1 Adequate
'401880940141',1,'1','3',280000,338264,5,'1',213,1 Adequate
'740357970247',5,'2','1',280000,338184,9,'1',236.0833333,1 Adequate
'730494370140',4,'3','2',250500,338173,9,'1',413.0833333,1 Adequate
'384502930140',4,'2','2',500000,338164,7,'1',475,1 Adequate
'499649878089',2,'2','5',230000,338124,7,'1',409.4166667,1 Adequate
'400114130133',4,'1','3',750000,338114,9,'1',721.6666667,1 Adequate
'600246370146',2,'1','3',200000,338114,8,'1',239,1 Adequate
'112389340149',7,'3','2',260000,338114,11,'1',495.25,1 Adequate
'732401640141',4,'2','2',750000,338064,13,'1',242.4166667,1 Adequate
'730263030148',3,'3','4',325000,338039,8,'1',263.1666667,1 Adequate
'201336910146',4,'2','1',450000,337986,10,'1',270.4166667,1 Adequate
'289550370145',1,'1','2',250000,337984,4,'1',274.1666667,1 Adequate
'740577090147',1,'3','1',230000,337974,5,'1',81,1 Adequate
'100372130103',4,'2','2',100000,337964,8,'1',332,1 Adequate
'100465100147',4,'2','4',200000,337964,7,'1',320,1 Adequate
'101129170149',5,'4','2',900000,337964,8,'1',255,1 Adequate
'187778340145',1,'4','2',225000,337964,4,'1',93,1 Adequate
'732985050148',1,'3','3',275000,337964,5,'1',118.5,1 Adequate
'195710130133',1,'1','1',368000,337964,3,'1',107,1 Adequate
'198707830133',2,'1','2',185000,337964,6,'1',673,1 Adequate
'200129130103',4,'4','2',2465647,337964,10,'1',807.8333333,1 Adequate
'200182130103',6,'2','4',700000,337964,11,'1',489.6666667,1 Adequate
'200454300145',3,'1','2',380000,337964,10,'1',437.8333333,1 Adequate
'200747230133',2,'1','2',375000,337964,8,'1',468,1 Adequate
'256853960148',5,'4','1',725000,337964,8,'1',850.0833333,1 Adequate
'289868770141',6,'1','1',645000,337964,8,'1',751.5833333,1 Adequate
'298381430133',1,'1','2',200000,337964,6,'1',186,1 Adequate
'300206330203',1,'1','2',690000,337964,6,'1',420.6666667,1 Adequate
'300276130103',1,'1','5',200000,337964,10,'1',696.25,1 Adequate
'300710830133',3,'1','1',550000,337964,5,'1',236,1 Adequate
'300733930103',4,'4','3',460000,337964,9,'1',198,1 Adequate
'301850150140',3,'4','2',2465647,337964,9,'1',475.6666667,1 Adequate
'308828340140',4,'2','3',500000,337964,10,'1',354.6666667,1 Adequate
'485515950148',1,'3','2',280000,337964,6,'1',203.3333333,1 Adequate
'383502910143',4,'2','2',275000,337964,7,'1',285.6666667,1 Adequate
'385502930133',2,'2','1',20000,337964,6,'1',306.75,1 Adequate
'394747230133',1,'1','3',700000,337964,10,'1',1122.166667,1 Adequate
'398206030133',2,'1','2',785000,337964,9,'1',322.3333333,1 Adequate
'600881330103',3,'3','4',750000,337964,6,'1',216.3333333,1 Adequate
'400468730243',4,'2','3',350000,337964,8,'1',293,1 Adequate
'400828330103',5,'2','2',1100000,337964,11,'1',570.5833333,1 Adequate
'403502030133',4,'2','2',500000,337964,7,'1',741.0833333,1 Adequate
'487903320145',1,'1','2',950000,337964,7,'1',682.3333333,1 Adequate
'495596330133',1,'2','1',220000,337964,5,'1',51,1 Adequate
'399107936783',1,'3','3',475000,337964,7,'1',255.5,1 Adequate
'399883938085',2,'3','5',200000,337964,6,'1',259.6666667,1 Adequate
'731763700143',1,'3','1',220000,337964,7,'1',266,1 Adequate
'499845860342',5,'1','3',415000,337964,9,'1',646.25,1 Adequate
'499865950349',1,'1','3',350000,337964,7,'1',577.5,1 Adequate
'592206930133',2,'1','2',1200000,337964,8,'1',570,1 Adequate
'599710030133',1,'1','2',400000,337964,3,'1',269,1 Adequate
'600791130103',4,'1','2',1300000,337964,9,'1',794,1 Adequate
'601336130233',4,'2','2',2465647,337964,10,'1',507.3333333,1 Adequate
'303790330147',1,'3','2',300000,337964,6,'1',304,1 Adequate
'486220360144',4,'3','1',350000,337964,7,'1',304.6666667,1 Adequate
'603818540142',3,'4','2',900000,337964,7,'1',618.1666667,1 Adequate
'606129380243',4,'4','2',2465647,337964,8,'1',245.25,1 Adequate
'683129950140',5,'4','2',1300000,337964,7,'1',611.0833333,1 Adequate
'687880510147',2,'1','2',1100000,337964,9,'1',509.3333333,1 Adequate
'499847888281',3,'3','5',300000,337964,6,'1',325.8333333,1 Adequate
'689913860148',2,'4','2',700000,337964,6,'1',796.1666667,1 Adequate
'697206030133',2,'1','2',450000,337964,9,'1',279.0833333,1 Adequate
'730839730149',5,'3','3',450000,337964,9,'1',334,1 Adequate
'732029770146',3,'3','3',525000,337964,10,'1',337,1 Adequate
'100247130103',4,'3','1',550000,337964,8,'1',341,1 Adequate
'699829838580',6,'1','3',330000,337964,10,'1',381.5,1 Adequate
'199207919480',5,'3','5',360000,337964,8,'1',352.6666667,1 Adequate
'730218770247',4,'1','2',800000,337964,10,'1',528,1 Adequate
'730579320145',4,'4','2',900000,337964,7,'1',481.75,1 Adequate
'730618540141',1,'4','2',250000,337964,7,'1',348,1 Adequate
'743319200149',4,'3','2',400000,337964,10,'1',386,1 Adequate
'399107935686',4,'3','3',400000,337964,8,'1',386.8333333,1 Adequate
'200607230403',2,'3','4',750000,337964,9,'1',396.5833333,1 Adequate
'399740758584',2,'3','5',425000,337964,5,'1',412.1666667,1 Adequate
'731733100140',2,'4','2',536000,337964,12,'1',498.9166667,1 Adequate
'730622150141',4,'3','2',545000,337964,10,'1',455.5,1 Adequate
'400839230103',4,'3','2',900000,337964,12,'1',471.9166667,1 Adequate
'731044590148',3,'3','3',400000,337964,7,'1',472,1 Adequate
'731512070140',6,'3','2',313000,337964,8,'1',483,1 Adequate
'733963310143',5,'4','2',2465647,337964,8,'1',728.5,1 Adequate
'733963640143',2,'4','2',500000,337964,5,'1',185,1 Adequate
'730650410149',5,'3','1',430000,337964,7,'1',603.0833333,1 Adequate
'733926170141',4,'3','2',675000,337964,10,'1',711.8333333,1 Adequate
'400321630103',4,'3','1',450000,337964,8,'1',727.1666667,1 Adequate
'730924080143',1,'3','1',1350000,337964,12,'1',806,1 Adequate
'100319230103',1,'3','1',1000000,337964,7,'1',894.25,1 Adequate
'400261630103',3,'4','1',325000,337458,11,'1',451.0833333,1 Adequate
'386384970149',4,'1','2',2465647,337438,9,'1',218,1 Adequate
'499156890341',2,'2','5',168000,337438,8,'1',573,1 Adequate
'400499330103',2,'3','2',270000,337438,6,'1',330.8333333,1 Adequate
'489843930144',3,'2','5',340000,336528,7,'1',292,1 Adequate
'736944700140',3,'3','3',600000,335000,9,'1',431,1 Adequate
'730336700142',5,'3','5',536000,333638,10,'1',248.1666667,1 Adequate
'730839810149',3,'3','3',280000,333438,7,'1',180.5,1 Adequate
'696583630133',2,'1','1',1150000,333438,8,'1',293,1 Adequate
'603939960148',4,'2','3',105000,333150,8,'1',353.9166667,1 Adequate
'399629930348',3,'1','2',250000,333000,8,'1',592,1 Adequate
'199408918281',2,'2','4',300000,332438,10,'1',358.9166667,1 Adequate
'489895380141',4,'2','2',300000,332438,6,'1',411.3333333,1 Adequate
'556853930148',4,'4','1',1000000,332438,8,'1',575.0833333,1 Adequate
'403089930144',2,'4','2',450000,331896,7,'1',356.0833333,1 Adequate
'730517400141',4,'2','4',350000,328088,8,'1',244.4166667,1 Adequate
'299344928088',5,'1','5',250000,327438,9,'1',287.6666667,1 Adequate
'300938230103',4,'1','2',800000,327438,10,'1',343,1 Adequate
'734532280142',3,'3','1',2465647,327438,9,'1',334.3333333,1 Adequate
'584638230141',3,'3','1',150000,327438,7,'1',362.6666667,1 Adequate
'243502130133',2,'2','2',300000,325438,8,'1',593.6666667,1 Adequate
'483778320148',3,'4','2',775000,325038,7,'1',371.1666667,1 Adequate
'689611160141',2,'4','2',805,325000,7,'1',352.9166667,1 Adequate
'588206630133',2,'1','2',525000,324000,9,'1',394.3333333,1 Adequate
'501502630133',2,'2','2',170000,323438,7,'1',202.1666667,1 Adequate
'297273130133',2,'1','2',625000,322000,9,'1',474.75,1 Adequate
'489398860147',2,'3','4',350000,320838,8,'1',298.75,1 Adequate
'688792360147',2,'3','1',140000,320000,6,'1',149,1 Adequate
'386037350149',2,'4','2',375000,320000,4,2,102,2 Moderately Inadequ
'301962540145',5,'1','2',210000,318038,9,'1',339.6666667,1 Adequate
'199697980342',6,'2','5',245000,317438,9,'1',422,1 Adequate
'388602530144',2,'4','1',300000,317438,6,'1',340.75,1 Adequate
'735944450143',2,'3','2',620000,317438,8,'1',260.6666667,1 Adequate
'499701870246',6,'2','5',80000,317438,8,'1',230.3333333,1 Adequate
'584410140146',1,'4','2',300000,317438,8,'1',225.1666667,1 Adequate
'589910120149',4,'4','2',500000,317438,8,'1',548.5,1 Adequate
'679045120142',2,'4','2',500000,317438,6,'1',182.8333333,1 Adequate
'400494530103',4,'3','2',215000,317438,9,'1',337,1 Adequate
'399248840445',2,'3','2',185000,317438,6,'1',514.0833333,1 Adequate
'601250370144',2,'3','2',750000,317198,12,'1',308.3333333,1 Adequate
'730291390140',2,'2','5',600000,316438,10,'1',406.3333333,1 Adequate
'588583130133',4,'1','2',625000,315501,8,'1',511.6666667,1 Adequate
'499105848283',2,'3','5',328000,315438,7,'1',249.1666667,1 Adequate
'730243810145',3,'3','2',330000,315438,10,'1',276.5,1 Adequate
'730944950145',3,'4','1',200000,315438,7,'1',290.3333333,1 Adequate
'682103960143',2,'2','2',270000,312438,8,'1',330.6666667,1 Adequate
'501321530140',4,'3','2',230000,311478,7,'1',330.3333333,1 Adequate
'689641780142',6,'4','1',350000,311438,8,'1',172,1 Adequate
'501583950146',5,'1','3',400000,311000,7,'1',242.6666667,1 Adequate
'730354360142',2,'4','4',8000,310638,7,'1',386.75,1 Adequate
'289543390143',2,'3','1',370000,310638,7,'1',577.4166667,1 Adequate
'688880120144',2,'1','2',350000,310618,10,'1',301,1 Adequate
'199348920148',2,'3','3',170000,310438,9,'1',210.4166667,1 Adequate
'100733430103',3,'4','3',315000,310000,8,'1',242.3333333,1 Adequate
'300206830333',2,'1','2',430000,310000,7,'1',245.3333333,1 Adequate
'732597240144',5,'1','2',275000,310000,8,'1',219.6666667,1 Adequate
'743319450140',2,'3','2',225000,309438,8,'1',202,1 Adequate
'299027908584',4,'3','3',350000,309438,7,'1',257,1 Adequate
'100245750144',3,'2','2',275000,309000,10,'1',304.25,1 Adequate
'299604930343',4,'3','4',200000,308938,8,'1',253.1666667,1 Adequate
'200661230103',4,'4','4',500000,308739,9,'1',182.5833333,1 Adequate
'730482260146',5,'3','2',500000,308238,7,'1',558.4166667,1 Adequate
'744319140146',2,'3','2',235000,307938,7,'1',234.1666667,1 Adequate
'600251910145',2,'3','1',180000,307738,8,'1',272.1666667,1 Adequate
'201805390143',4,'4','1',295000,307438,8,'1',246.3333333,1 Adequate
'601067980647',3,'2','3',585000,307438,8,'1',501.3333333,1 Adequate
'689475910144',2,'3','4',400000,307438,10,'1',401.6666667,1 Adequate
'192206630133',4,'1','2',560000,307388,8,'1',490.1666667,1 Adequate
'200264330203',2,'4','5',380000,306568,6,'1',467,1 Adequate
'734778910242',2,'4','1',250000,306064,3,'1',29,1 Adequate
'600596830103',6,'2','1',850000,306020,10,'1',398.3333333,1 Adequate
'586963510146',4,'4','2',700000,305700,8,'1',991.0833333,1 Adequate
'388850900243',2,'4','1',2465647,305438,8,'1',641,1 Adequate
'600497310149',4,'2','4',500000,305438,9,'1',301.3333333,1 Adequate
'400372130103',5,'2','2',415000,305000,8,'1',242,1 Adequate
'289051750147',4,'3','2',300000,305000,7,'1',264.3333333,1 Adequate
'400494430103',5,'3','1',215000,304438,7,'1',382,1 Adequate
'399431828083',2,'1','5',1000000,303814,9,'1',247.25,1 Adequate
'206194710145',5,'4','2',2465647,303615,14,'1',667.25,1 Adequate
'406493390141',4,'4','2',2465647,303002,8,'1',398.0833333,1 Adequate
'730922250140',4,'1','3',385000,302837,7,'1',219,1 Adequate
'184129930146',2,'4','2',685000,302718,8,'1',228.1666667,1 Adequate
'200313310140',2,'4','2',2465647,302438,8,'1',163.3333333,1 Adequate
'201583130133',2,'1','2',605000,302438,7,'1',158,1 Adequate
'403261580149',4,'4','3',325000,302438,7,'1',228.0833333,1 Adequate
'743336850149',5,'2','2',2465647,302200,11,'1',271,1 Adequate
'366502730133',2,'2','2',350000,301800,8,'1',395.3333333,1 Adequate
'300078130103',3,'2','1',360000,300843,8,'1',262,1 Adequate
'499078830449',4,'2','3',117500,300438,6,'1',191,1 Adequate
'100871230103',7,'4','2',360000,300000,10,'1',329.5,1 Adequate
'178963250143',3,'4','2',450000,300000,6,'1',200.3333333,1 Adequate
'300309700145',4,'1','2',475000,300000,7,'1',482.25,1 Adequate
'401045110148',2,'4','2',220000,300000,8,'1',243.6666667,1 Adequate
'730168190142',2,'4','5',450000,300000,8,'1',188.3333333,1 Adequate
'373846360148',2,'3','1',1000000,300000,7,'1',645,1 Adequate
'589950150149',2,'3','1',220000,299858,12,'1',687,1 Adequate
'207497160141',4,'4','2',460000,299438,8,'1',387.6666667,1 Adequate
