CONTROL,PER,REGION,METRO3,VALUE,ZINC2,ROOMS,ZADEQ,UTILITY,FMTZADEQ
'201849390140',2,'3','2',326000,165000,6,'1',373,1 Adequate
'730749300146',2,'2','3',250000,165000,6,'1',443,1 Adequate
'301799560146',5,'3','3',150000,165000,9,'1',392.75,1 Adequate
'730787640145',4,'2','3',390000,165000,9,'1',129.6666667,1 Adequate
'730926210148',5,'2','2',180000,165000,8,'1',337,1 Adequate
'731860090147',6,'1','2',265000,165000,7,'1',421.0833333,1 Adequate
'731913270148',5,'4','1',300000,165000,8,'1',714.5,1 Adequate
'733497700147',2,'4','2',400000,165000,8,'1',229.5,1 Adequate
'600774430303',2,'3','1',350000,165000,8,'1',521.0833333,1 Adequate
'734809210142',3,'4','2',270000,165000,5,'1',264.3333333,1 Adequate
'689029510144',3,'3','2',400000,164933,6,'1',434,1 Adequate
'285437130142',3,'4','1',2465647,164860,4,'1',123,1 Adequate
'299431910346',4,'1','5',130000,164750,7,'1',122.6666667,1 Adequate
'400839530103',3,'3','3',345000,164750,7,'1',393.5,1 Adequate
'495796330133',2,'1','2',600000,164720,7,'1',287.6666667,1 Adequate
'699445880247',4,'1','5',350000,164700,9,'1',303.8333333,1 Adequate
'402641780148',2,'4','1',750000,164600,5,'1',584.3333333,1 Adequate
'732890200147',2,'4','3',400000,164546,9,'1',258.6666667,1 Adequate
'188416110144',2,'1','2',70000,164529,6,'1',539.5,1 Adequate
'489469910140',2,'1','1',230000,164500,9,'1',258,1 Adequate
'487497780147',3,'4','2',325000,164415,7,'1',193.6666667,1 Adequate
'200650160145',4,'3','1',250000,164268,7,'1',616.1666667,1 Adequate
'189666740146',4,'4','4',400000,164200,9,'1',424,1 Adequate
'731269440143',2,'4','2',500000,164200,10,'1',242,1 Adequate
'199536810246',3,'1','3',340000,164180,6,'1',393.5833333,1 Adequate
'699655960142',5,'1','3',75000,164135,6,'1',92.33333333,1 Adequate
'731218690142',3,'3','3',180000,164131,7,'1',290,1 Adequate
'300108130103',2,'2','5',325000,164074,6,'1',79,1 Adequate
'400424100140',3,'4','5',700000,164020,10,'1',192,1 Adequate
'307577530147',2,'3','2',185000,164020,7,'1',336.6666667,1 Adequate
'100119190149',2,'1','5',300000,164000,6,'1',302.8333333,1 Adequate
'288502030133',5,'2','3',200000,164000,9,'1',194,1 Adequate
'399343760346',3,'2','5',135000,164000,7,'1',163.5,1 Adequate
'730028470147',3,'3','5',250000,164000,5,'1',230,1 Adequate
'286944970143',2,'3','2',410000,164000,6,'1',282.3333333,1 Adequate
'300029330103',1,'3','1',450000,163900,6,'1',103,1 Adequate
'401932500148',4,'2','2',95000,163900,9,'1',163,1 Adequate
'100970330103',2,'3','4',300000,163721,5,'1',208,1 Adequate
'189910160149',2,'4','2',500000,163600,6,'1',290,1 Adequate
'299605968289',4,'3','3',4000,163500,6,'1',163.6666667,1 Adequate
'287730760148',3,'1','2',200000,163500,5,'1',0,1 Adequate
'299310900240',5,'1','1',192000,163300,9,'1',527,1 Adequate
'730816720144',2,'4','3',600000,163200,6,'1',343,1 Adequate
'688828900141',6,'4','2',650000,163100,8,'1',282.1666667,1 Adequate
'688050740147',2,'3','1',350000,163030,6,'1',234.6666667,1 Adequate
'100261830103',2,'4','3',240000,163000,7,'1',299,1 Adequate
'105548560142',4,'4','1',485000,163000,8,'1',215.6666667,1 Adequate
'187941630146',3,'4','1',250000,163000,6,'1',287.6666667,1 Adequate
'188309930145',4,'1','2',400000,163000,7,'1',424.3333333,1 Adequate
'188548500148',3,'4','1',500000,163000,6,'1',177.3333333,1 Adequate
'200824230103',2,'3','2',285500,163000,8,'1',208,1 Adequate
'730027250141',4,'3','1',200000,163000,7,'1',230.6666667,1 Adequate
'408730740144',3,'4','1',175000,163000,6,'1',302.3333333,1 Adequate
'487358770147',2,'4','2',400000,163000,6,'1',514,1 Adequate
'488948190145',5,'1','2',225000,163000,10,'1',306.6666667,1 Adequate
'584583930133',5,'1','2',350000,163000,8,'1',446.3333333,1 Adequate
'600643120344',2,'1','1',300000,163000,6,'1',235.6666667,1 Adequate
'609037540443',2,'4','2',1300000,163000,5,'1',193.1666667,1 Adequate
'730107770149',4,'3','1',260000,163000,5,'1',351.6666667,1 Adequate
'200138570149',3,'2','1',139000,162800,9,'1',240.9166667,1 Adequate
'732258560144',6,'1','3',250000,162700,8,'1',124.3333333,1 Adequate
'480500430445',4,'1','1',700000,162600,7,'1',308.6666667,1 Adequate
'601319930103',6,'3','2',225000,162600,11,'1',491,1 Adequate
'564583230133',5,'1','2',500000,162530,8,'1',527.3333333,1 Adequate
'200944330103',2,'3','2',230000,162502,6,'1',181,1 Adequate
'299926960448',4,'2','3',190000,162420,7,'1',633.3333333,1 Adequate
'184897720341',4,'1','2',500000,162396,7,'1',625.25,1 Adequate
'201336330103',2,'2','3',390000,162358,8,'1',375.1666667,1 Adequate
'730880270249',3,'1','5',230000,162300,6,'1',233,1 Adequate
'588515180148',7,'3','2',370000,162230,9,'1',588.6666667,1 Adequate
'400267760144',5,'4','2',600000,162179,8,'1',206,1 Adequate
'560929190143',4,'4','1',800000,162100,5,'1',578.8333333,1 Adequate
'685583130133',5,'1','2',475000,162025,7,'1',285.1666667,1 Adequate
'731492790148',2,'3','3',80000,162000,7,'1',133,1 Adequate
'200954110141',5,'4','1',500000,162000,5,'1',304,1 Adequate
'599692780144',4,'3','5',100000,162000,6,'1',181,1 Adequate
'300717740148',1,'3','2',125000,162000,5,'1',188,1 Adequate
'300629390145',4,'1','2',300000,162000,6,'1',371.6666667,1 Adequate
'399026910343',4,'1','3',400000,162000,7,'1',387.5833333,1 Adequate
'499635750343',2,'4','5',350000,162000,6,'1',283.6666667,1 Adequate
'499865940342',3,'2','4',250000,162000,7,'1',269.5,1 Adequate
'600228370143',5,'1','2',550000,162000,8,'1',431.3333333,1 Adequate
'730988030142',1,'2','3',365000,162000,7,'1',172.6666667,1 Adequate
'733944170149',5,'3','3',350000,162000,9,'1',433.6666667,1 Adequate
'732963620146',1,'4','2',350000,162000,4,'1',138.25,1 Adequate
'302294560140',3,'3','2',484000,162000,9,'1',507.3333333,1 Adequate
'101150360145',3,'2','3',350000,161900,8,'1',203.9166667,1 Adequate
'105828550149',2,'2','2',635000,161800,11,'1',373.3333333,1 Adequate
'389489530133',4,'1','2',400000,161700,8,'1',570,1 Adequate
'699707630133',5,'1','2',268000,161700,5,'1',396,1 Adequate
'205502170249',5,'2','2',130000,161520,6,'1',247.6666667,1 Adequate
'389294180143',3,'3','2',360000,161500,5,'1',147,1 Adequate
'499850860447',4,'1','3',325000,161500,8,'1',455,1 Adequate
'731638850247',5,'3','2',340000,161400,10,'1',393.8333333,1 Adequate
'657583130133',2,'1','2',250000,161300,7,'1',378.5833333,1 Adequate
'389303570146',2,'3','1',400000,161272,8,'1',385,1 Adequate
'599673980442',4,'2','2',230000,161250,9,'1',243.6666667,1 Adequate
'600774130503',5,'3','1',354000,161010,11,'1',418.5,1 Adequate
'387357270141',2,'2','2',400000,161000,8,'1',271.8333333,1 Adequate
'399956860144',4,'2','5',170000,161000,8,'1',285,1 Adequate
'732593150142',3,'3','2',450000,161000,8,'1',323,1 Adequate
'399934980140',3,'3','2',225000,161000,8,'1',325.5,1 Adequate
'730243730145',3,'3','1',300000,161000,8,'1',436,1 Adequate
'687196370147',5,'3','2',180000,161000,6,'1',472.6666667,1 Adequate
'738733890149',3,'4','3',245000,161000,7,'1',285.3333333,1 Adequate
'102168170140',2,'3','1',300000,160800,8,'1',181.5,1 Adequate
'734848060148',2,'3','2',175000,160770,5,'1',203,1 Adequate
'296596830133',2,'2','1',250000,160700,7,'1',189.0833333,1 Adequate
'402250720141',5,'3','3',1200000,160690,13,'1',805.0833333,1 Adequate
'500827770146',4,'3','2',450000,160600,8,'1',175.6666667,1 Adequate
'398381830133',4,'1','2',300000,160595,12,'1',263,1 Adequate
'200871130103',2,'4','2',300000,160540,6,'1',483,1 Adequate
'488267710144',1,'4','2',500000,160526,9,'1',295.5833333,1 Adequate
'200452430103',3,'1','1',700000,160500,4,'1',102,1 Adequate
'281486560144',3,'1','2',450000,160500,6,'1',922.6666667,1 Adequate
'662596790143',2,'2','1',300000,160500,4,'1',104,1 Adequate
'288144550149',4,'4','2',500000,160487,7,'1',143,1 Adequate
'353583530133',4,'1','2',325000,160450,9,'1',337.6666667,1 Adequate
'100158370146',3,'3','2',165000,160400,8,'1',279.0833333,1 Adequate
'683045100148',5,'4','1',625000,160400,9,'1',208,1 Adequate
'105169190146',5,'4','1',550000,160300,6,'1',292.3333333,1 Adequate
'183730590144',5,'4','1',450000,160300,6,'1',241.6666667,1 Adequate
'300489730133',4,'1','2',850000,160300,11,'1',520.5,1 Adequate
'458711160141',2,'4','1',2465647,160280,8,'1',232,1 Adequate
'100582130103',4,'2','4',450000,160200,9,'1',130,1 Adequate
'199477900443',3,'2','3',210000,160200,7,'1',142.6666667,1 Adequate
'589416190141',4,'1','2',450000,160200,7,'1',519.6666667,1 Adequate
'730348180145',2,'3','3',145000,160200,6,'1',400,1 Adequate
'294336530133',3,'2','2',240000,160100,7,'1',395,1 Adequate
'200482530103',3,'3','2',625000,160090,8,'1',325.6666667,1 Adequate
'731482100143',2,'3','3',290000,160028,5,'1',136.8333333,1 Adequate
'187321580146',4,'3','1',600000,160020,7,'1',642.0833333,1 Adequate
'195452330133',5,'1','1',350000,160001,5,'1',308,1 Adequate
'301321550140',1,'3','2',200000,160000,6,'1',67.66666667,1 Adequate
'101954730140',1,'1','1',320000,160000,3,2,73,2 Moderately Inadequ
'102788310140',6,'2','2',500000,160000,11,'1',347,1 Adequate
'157711170144',2,'4','1',500000,160000,6,'1',446,1 Adequate
'189822190148',2,'4','1',400000,160000,3,'1',29,1 Adequate
'194796530133',3,'1','2',1000000,160000,7,'1',579.1666667,1 Adequate
'198747630133',2,'1','2',315000,160000,6,'1',298.3333333,1 Adequate
'199497690147',4,'4','3',140000,160000,7,'1',363,1 Adequate
'730060670148',3,'3','2',225000,160000,5,'1',150.5,1 Adequate
'200336630103',4,'2','2',800000,160000,8,'1',305.3333333,1 Adequate
'300529230203',2,'3','1',130000,160000,4,'1',153,1 Adequate
'401755030103',2,'3','2',195000,160000,6,'1',153,1 Adequate
'200572130203',2,'1','2',250000,160000,8,'1',363.6666667,1 Adequate
'200898990148',3,'1','3',250000,160000,7,'1',355,1 Adequate
'602504760149',2,'3','3',175000,160000,4,'1',159.5,1 Adequate
'204261370146',2,'4','1',210000,160000,7,'1',492.3333333,1 Adequate
'205267540147',6,'4','2',600000,160000,8,'1',533.5,1 Adequate
'735849680149',6,'3','3',300000,160000,7,'1',164.9166667,1 Adequate
'500433430103',2,'3','2',260000,160000,7,'1',166.5,1 Adequate
'287903340145',2,'1','2',650000,160000,9,'1',520.6666667,1 Adequate
'289100370140',5,'1','3',650000,160000,8,'1',679.25,1 Adequate
'289898260147',4,'2','2',179000,160000,8,'1',241,1 Adequate
'686494840146',1,'3','1',120000,160000,7,'1',181.3333333,1 Adequate
'299730938187',3,'4','2',600000,160000,8,'1',327.75,1 Adequate
'300144130103',4,'4','1',330000,160000,5,'1',204,1 Adequate
'300317130103',4,'4','1',275000,160000,7,'1',190.3333333,1 Adequate
'300489430203',3,'1','2',500000,160000,9,'1',316.0833333,1 Adequate
'357037740146',9,'4','1',900000,160000,9,'1',756.4166667,1 Adequate
'378384740146',4,'1','2',300000,160000,6,'1',258.6666667,1 Adequate
'389206530133',2,'1','2',75000,160000,6,'1',289.6666667,1 Adequate
'389898170147',2,'2','2',175000,160000,8,'1',193.3333333,1 Adequate
'394273830133',4,'1','3',550000,160000,10,'1',423.6666667,1 Adequate
'399828530113',5,'2','2',15000,160000,5,'1',191,1 Adequate
'300529230103',2,'3','1',140000,160000,6,'1',228,1 Adequate
'400747130103',2,'1','2',650000,160000,9,'1',296,1 Adequate
'400880760144',5,'1','2',700000,160000,8,'1',270.6666667,1 Adequate
'400898910141',4,'2','3',180000,160000,7,'1',333,1 Adequate
'402336730133',2,'2','2',60000,160000,6,'1',131,1 Adequate
'403641700145',2,'4','1',350000,160000,5,'1',119,1 Adequate
'479384750143',6,'1','2',360000,160000,9,'1',346.6666667,1 Adequate
'483129980149',2,'4','2',800000,160000,6,'1',175,1 Adequate
'489468550140',4,'2','2',285000,160000,8,'1',448,1 Adequate
'730475550147',2,'3','5',200000,160000,7,'1',256,1 Adequate
'499431990346',2,'1','5',120000,160000,4,'1',199,1 Adequate
'499707860249',4,'1','3',400000,160000,6,'1',482,1 Adequate
'699347960242',4,'3','5',156000,160000,6,'1',270,1 Adequate
'500583630103',5,'1','2',200000,160000,10,'1',314.6666667,1 Adequate
'500828130103',4,'2','3',1100000,160000,8,'1',239.5833333,1 Adequate
'400755130103',2,'3','2',470000,160000,8,'1',274.6666667,1 Adequate
'501583630133',6,'1','2',700000,160000,8,'1',335.3333333,1 Adequate
'556583830133',2,'1','2',400000,160000,8,'1',419.5,1 Adequate
'586963100146',4,'4','2',700000,160000,7,'1',277.6666667,1 Adequate
'589037130140',2,'4','2',400000,160000,4,'1',115,1 Adequate
'600218230103',5,'4','2',145000,160000,6,'1',200.8333333,1 Adequate
'583593310142',2,'3','3',450000,160000,8,'1',303,1 Adequate
'601502530133',4,'2','2',260000,160000,7,'1',353.6666667,1 Adequate
'677129110149',2,'4','2',1200000,160000,3,'1',23,1 Adequate
'680150760145',2,'2','3',325000,160000,7,'1',322,1 Adequate
'681185050244',3,'1','1',650000,160000,4,'3',345.6666667,3 Severely Indadequa
'684281300142',3,'1','2',380000,160000,7,'1',113,1 Adequate
'688589860147',2,'2','2',250000,160000,6,'1',317.1666667,1 Adequate
'689372500148',2,'2','1',175000,160000,9,'1',378,1 Adequate
'696747830133',4,'1','2',350000,160000,9,'1',518.6666667,1 Adequate
'698273430133',2,'1','2',550000,160000,8,'1',464.3333333,1 Adequate
'400753130103',4,'3','1',329900,160000,8,'1',349,1 Adequate
'730086160148',3,'1','1',300000,160000,7,'1',316.5,1 Adequate
'730389200147',2,'4','3',1200000,160000,7,'1',255.3333333,1 Adequate
'689939370147',3,'3','1',250000,160000,8,'1',385,1 Adequate
'730688390145',4,'1','3',895000,160000,10,'1',279.6666667,1 Adequate
'730707060146',5,'1','3',340000,160000,7,'1',311.8333333,1 Adequate
'730747610146',4,'1','2',450000,160000,8,'1',603,1 Adequate
'489102680141',5,'3','2',335000,160000,11,'1',467,1 Adequate
'599570878880',2,'3','5',364000,160000,8,'1',475,1 Adequate
'732468920140',3,'2','3',240000,160000,9,'1',240,1 Adequate
'400029430103',6,'3','2',750000,160000,14,'1',565,1 Adequate
'731028150149',4,'3','2',1000000,160000,8,'1',583,1 Adequate
'737150190148',4,'2','2',375000,160000,7,'1',211,1 Adequate
'742730310141',7,'4','1',195000,160000,8,'1',362.1666667,1 Adequate
'188903110142',3,'1','2',500000,159999,10,'1',420,1 Adequate
'600749130103',4,'2','2',330000,159999,10,'1',280,1 Adequate
'731152850147',2,'3','3',250000,159800,4,'1',134,1 Adequate
'399615840241',2,'3','3',330000,159755,5,'1',351,1 Adequate
'730056740143',3,'2','2',330000,159650,8,'1',302.3333333,1 Adequate
'587336430133',5,'2','2',380000,159630,8,'1',298,1 Adequate
'302502430133',2,'2','2',280000,159600,5,'1',309,1 Adequate
'302502530133',4,'2','2',150000,159600,7,'1',371,1 Adequate
'400294530103',4,'3','2',306000,159600,13,'1',403,1 Adequate
'189443310245',2,'1','2',120000,159578,5,'1',83.66666667,1 Adequate
'199572550340',3,'1','2',85000,159480,6,'1',301.3333333,1 Adequate
'280357480144',2,'2','3',385000,159400,8,'1',169,1 Adequate
'307670540141',3,'4','2',550000,159143,8,'1',331.6666667,1 Adequate
'731757280142',4,'3','3',750000,159100,9,'1',629.1666667,1 Adequate
'488387700147',5,'4','1',155000,159000,9,'1',278,1 Adequate
'400141330103',2,'3','3',330000,159000,10,'1',276.6666667,1 Adequate
'401292110148',3,'3','2',300000,159000,9,'1',280,1 Adequate
'595273630133',4,'1','2',500000,159000,9,'1',464.0833333,1 Adequate
'731532470142',5,'3','3',275000,159000,7,'1',332,1 Adequate
'300970530103',6,'3','4',350000,159000,8,'1',353,1 Adequate
'732848550141',4,'2','2',285000,158850,8,'1',291,1 Adequate
'297206730133',3,'1','2',200000,158760,5,'1',423,1 Adequate
'389589070145',3,'4','2',400000,158701,8,'1',180.6666667,1 Adequate
'499242820148',6,'1','3',350000,158682,5,'1',332.6666667,1 Adequate
'734389990149',4,'3','2',200000,158606,10,'1',317.3333333,1 Adequate
'189654660148',2,'4','2',275000,158600,7,'1',169.1666667,1 Adequate
'163037780146',2,'4','2',500000,158500,6,'1',200.5,1 Adequate
'189260780147',5,'3','2',150000,158458,7,'1',392,1 Adequate
'189292900147',3,'1','2',370000,158300,6,'1',607,1 Adequate
'300882160145',1,'1','1',240000,158300,8,'1',329.5,1 Adequate
'189508160144',3,'2','2',165000,158200,6,'1',308.6666667,1 Adequate
'730873910148',2,'2','2',170000,158200,5,'1',88.66666667,1 Adequate
'386150400145',5,'2','2',450000,158150,8,'1',260,1 Adequate
'299192828083',4,'2','5',160000,158100,9,'1',300,1 Adequate
'600557130203',3,'3','2',250000,158046,5,'1',215,1 Adequate
'189944380143',4,'3','1',590000,158010,8,'1',227,1 Adequate
'100103230103',2,'2','2',600000,158000,7,'1',693,1 Adequate
'188910700143',4,'4','2',250000,158000,7,'1',225.5,1 Adequate
'288033760143',2,'1','1',240000,158000,6,'1',393.6666667,1 Adequate
'488944250146',4,'3','2',385000,158000,8,'1',199.6666667,1 Adequate
'401295030103',5,'4','2',400000,158000,8,'1',337.3333333,1 Adequate
'403336370149',3,'2','2',390000,158000,10,'1',223.5,1 Adequate
'474502430133',5,'2','2',240000,158000,8,'1',217.1666667,1 Adequate
'497206630133',4,'1','2',2465647,158000,10,'1',375.6666667,1 Adequate
'500265130103',5,'4','2',250000,158000,8,'1',197,1 Adequate
'730328880144',7,'3','1',332000,158000,8,'1',288.8333333,1 Adequate
'730570980142',5,'3','2',300000,158000,7,'1',344.8333333,1 Adequate
'387944980140',2,'3','2',1000000,158000,9,'1',415.9166667,1 Adequate
'731248530142',2,'3','2',300000,158000,6,'1',467,1 Adequate
'732425090149',4,'4','3',195000,158000,5,'1',223,1 Adequate
'737150680148',4,'2','1',265000,158000,8,'1',296,1 Adequate
'689377730142',5,'3','2',150000,157800,5,'1',380.6666667,1 Adequate
'287963150143',2,'4','2',350000,157600,5,'1',214,1 Adequate
'688710730146',2,'1','2',200000,157550,3,'1',0,1 Adequate
'287873310148',4,'2','2',390000,157530,9,'1',373,1 Adequate
'399369900247',2,'3','3',200000,157528,8,'1',294,1 Adequate
'200245740144',4,'2','2',220000,157500,10,'1',385.3333333,1 Adequate
'601272160148',4,'3','2',325000,157450,10,'1',295,1 Adequate
'199135978282',4,'3','4',130000,157400,5,'1',194.5,1 Adequate
'399107936486',3,'3','3',500000,157350,9,'1',293,1 Adequate
'730550090144',3,'3','2',250000,157150,7,'1',315,1 Adequate
'189309790142',3,'1','2',290000,157100,5,'1',328.3333333,1 Adequate
'731532150144',3,'3','2',220000,157050,7,'1',288,1 Adequate
'730754570145',3,'3','2',302000,157046,8,'1',473,1 Adequate
'385281770148',4,'1','2',375000,157044,8,'1',315.6666667,1 Adequate
'376502130133',3,'2','2',150000,157034,5,'1',262.25,1 Adequate
'100707130133',2,'1','2',325000,157000,8,'1',337,1 Adequate
'145336390140',3,'2','2',300000,157000,8,'1',226.8333333,1 Adequate
'699048770444',2,'3','5',130000,157000,5,'1',180.0833333,1 Adequate
'732992400141',3,'3','5',420000,157000,8,'1',209.3333333,1 Adequate
'400656790145',2,'4','2',450000,157000,7,'1',220,1 Adequate
'487381590140',2,'1','2',450000,157000,7,'1',225.3333333,1 Adequate
'299492860242',3,'3','3',175000,157000,7,'1',316.6666667,1 Adequate
'689327760141',5,'1','2',450000,157000,7,'1',463.6666667,1 Adequate
'733067860147',4,'2','3',750000,157000,17,'1',338,1 Adequate
'733102330147',3,'3','3',300000,157000,8,'1',530.3333333,1 Adequate
'500944530103',4,'3','2',1200000,157000,8,'1',572,1 Adequate
'602502630133',4,'2','2',350000,156900,9,'1',481.75,1 Adequate
'300389230103',2,'3','1',130000,156850,6,'1',379.25,1 Adequate
'689441700144',2,'4','4',150000,156820,6,'1',220.3333333,1 Adequate
'445502930133',5,'2','3',140000,156800,6,'1',253.5,1 Adequate
'100404230133',2,'1','2',380000,156732,6,'1',98,1 Adequate
'203238500149',3,'1','2',450000,156533,6,'1',217.3333333,1 Adequate
'699747900140',2,'1','2',475000,156500,8,'1',379.3333333,1 Adequate
'732806130142',3,'3','3',400000,156500,12,'1',586.8333333,1 Adequate
'399065918489',2,'2','3',160000,156425,8,'1',158.6666667,1 Adequate
'174583130133',2,'1','1',225000,156400,6,'1',269.5,1 Adequate
'199081920247',4,'1','3',300000,156400,5,'1',186,1 Adequate
'730202060143',5,'2','3',165000,156400,6,'1',137,1 Adequate
'730247580147',3,'3','5',12000,156400,6,'1',428,1 Adequate
'732410380149',3,'4','3',285000,156330,8,'1',431.25,1 Adequate
'100714710146',4,'1','3',325000,156200,6,'1',414.6666667,1 Adequate
'488015790147',5,'2','2',180000,156200,6,'1',249.3333333,1 Adequate
'734319390149',4,'3','3',200000,156200,9,'1',749,1 Adequate
'735926380144',2,'3','2',225000,156120,6,'1',357,1 Adequate
'186963630146',4,'4','2',590000,156026,8,'1',391.6666667,1 Adequate
'100103130103',4,'2','2',315000,156000,8,'1',442,1 Adequate
'100369540143',4,'2','1',350000,156000,8,'1',226.3333333,1 Adequate
'102261740143',2,'4','2',235000,156000,8,'1',280.1666667,1 Adequate
'189168360144',4,'2','1',175000,156000,8,'1',307.75,1 Adequate
'287854340148',5,'2','3',175000,156000,6,'1',457,1 Adequate
'299525990143',2,'1','3',290000,156000,5,'1',96,1 Adequate
'730325310147',3,'3','5',95000,156000,6,'1',186,1 Adequate
'101272940148',2,'3','2',210000,156000,7,'1',198.6666667,1 Adequate
'388258010147',3,'1','2',375000,156000,8,'1',424.5,1 Adequate
'500410180143',6,'4','2',250000,156000,7,'1',431.75,1 Adequate
'300909130103',3,'3','2',199000,156000,7,'1',314.6666667,1 Adequate
'101389530103',4,'3','2',260000,156000,10,'1',329,1 Adequate
'400755230103',5,'3','2',350000,156000,9,'1',329.6666667,1 Adequate
'730372760143',5,'2','2',290000,156000,6,'1',332.25,1 Adequate
'730848280147',2,'2','2',425000,156000,8,'1',117,1 Adequate
'732502990143',5,'2','2',280000,156000,10,'1',355,1 Adequate
'735872000147',2,'4','2',300000,156000,7,'1',260.5,1 Adequate
'680384740149',3,'1','2',450000,155800,6,'1',235.6666667,1 Adequate
'730613200141',5,'1','2',250000,155800,5,'1',439.5833333,1 Adequate
'383384900149',4,'1','2',450000,155706,10,'1',223.8333333,1 Adequate
'401281130145',5,'1','3',460000,155700,9,'1',701.25,1 Adequate
'662502330133',2,'2','1',10000,155680,3,'1',0,1 Adequate
'733107730140',2,'3','2',170000,155500,6,'1',306,1 Adequate
'730504330144',2,'3','1',275000,155500,8,'1',432,1 Adequate
'300477230103',2,'2','2',650000,155440,10,'1',460.6666667,1 Adequate
'101248930147',3,'2','3',290000,155400,9,'1',376,1 Adequate
'200618390145',4,'3','2',215000,155400,7,'1',465,1 Adequate
'599022930440',3,'4','5',700000,155376,5,'1',190.8333333,1 Adequate
'200019700141',2,'4','3',368000,155300,6,'1',295,1 Adequate
'699042998083',3,'4','5',300000,155300,10,'1',273.25,1 Adequate
'699073840145',4,'3','4',95000,155100,5,'1',298,1 Adequate
'730532860145',2,'3','2',380000,155050,9,'1',219,1 Adequate
'278638570141',2,'3','1',100000,155035,4,'1',108,1 Adequate
'600938130133',3,'1','2',650000,155012,8,'1',459,1 Adequate
'200693190148',3,'4','1',300000,155007,8,'1',342,1 Adequate
'180749980140',4,'2','2',180000,155005,6,'1',230.3333333,1 Adequate
'677336930133',2,'2','2',425000,155001,9,'1',368.6666667,1 Adequate
'100188320142',2,'1','2',379000,155000,5,'1',357.5,1 Adequate
'187913550142',4,'4','3',360000,155000,6,'1',362,1 Adequate
'200269130103',2,'4','1',420000,155000,6,'1',52,1 Adequate
'200542520145',5,'4','2',500000,155000,8,'1',667.25,1 Adequate
'201336130103',4,'2','2',500000,155000,8,'1',220,1 Adequate
'265583830133',2,'1','2',85000,155000,6,'1',352.3333333,1 Adequate
'279129760143',4,'4','2',275000,155000,6,'1',237.5,1 Adequate
'288804390142',2,'1','2',285000,155000,7,'1',286.6666667,1 Adequate
'299485850241',3,'2','3',280000,155000,6,'1',189,1 Adequate
'300129530103',3,'4','2',500000,155000,7,'1',164,1 Adequate
'688319590140',2,'3','2',150000,155000,7,'1',202,1 Adequate
'733005680141',4,'3','2',480000,155000,7,'1',202.6666667,1 Adequate
'369596860140',3,'2','1',400000,155000,6,'1',205,1 Adequate
'101927760143',2,'3','1',140000,155000,5,'1',206.3333333,1 Adequate
'389796150146',5,'1','2',425000,155000,5,2,239,2 Moderately Inadequ
'699622850244',3,'3','3',335000,155000,6,'1',217.5,1 Adequate
'400794910147',4,'1','2',480000,155000,8,'1',455,1 Adequate
'286482530140',4,'3','2',300000,155000,8,'1',237.6666667,1 Adequate
'404733730140',4,'4','2',325000,155000,8,'1',181,1 Adequate
'453583830133',4,'1','2',450000,155000,6,'1',552.6666667,1 Adequate
'480903930148',5,'1','2',400000,155000,6,'1',670.6666667,1 Adequate
'482903970142',4,'1','2',120000,155000,8,'1',311,1 Adequate
'699753820447',2,'3','3',150000,155000,5,'1',244,1 Adequate
'487611970147',4,'4','2',700000,155000,8,'1',446.75,1 Adequate
'488410550143',2,'4','2',435000,155000,8,'1',349.3333333,1 Adequate
'489542570142',3,'4','2',600000,155000,8,'1',215.5,1 Adequate
'681846540142',2,'3','1',180000,155000,7,'1',268.6666667,1 Adequate
'182846520148',2,'3','1',90000,155000,6,'1',275,1 Adequate
'556583430133',2,'1','2',180000,155000,5,'1',342,1 Adequate
'593583130133',2,'1','2',335000,155000,7,'1',258.3333333,1 Adequate
'601336430133',3,'2','2',350000,155000,9,'1',277.9166667,1 Adequate
'603618170141',2,'4','3',150000,155000,4,'1',206.25,1 Adequate
'643929930143',4,'4','1',800000,155000,6,'1',681.25,1 Adequate
'673288980147',4,'2','1',225000,155000,8,'1',160,1 Adequate
'677583770146',2,'1','1',250000,155000,7,'1',295,1 Adequate
'100511590145',5,'3','4',300000,155000,7,'1',310,1 Adequate
'685206730133',3,'1','2',450000,155000,7,'1',658.6666667,1 Adequate
'687572460143',3,'1','2',140000,155000,6,'1',300,1 Adequate
'687733910146',2,'4','2',235000,155000,10,'1',253.6666667,1 Adequate
'688129300143',5,'4','2',600000,155000,6,'1',390,1 Adequate
'693489530133',2,'1','2',200000,155000,4,'1',179,1 Adequate
'695747430133',4,'1','2',290000,155000,7,'1',194.6666667,1 Adequate
'199300950348',2,'3','3',315000,155000,7,'1',329,1 Adequate
'730085270145',4,'2','3',350000,155000,8,'1',335,1 Adequate
'730258930141',3,'1','3',250000,155000,8,'1',323,1 Adequate
'730799590144',3,'3','1',500000,155000,9,'1',376,1 Adequate
'730644100142',2,'2','5',300000,155000,7,'1',230.8333333,1 Adequate
'730577560141',4,'3','2',150000,155000,10,'1',416.6666667,1 Adequate
'730809200144',4,'3','2',350000,155000,8,'1',453,1 Adequate
'732685250147',2,'4','4',750000,155000,7,'1',148.5,1 Adequate
'732939880142',5,'2','2',350000,155000,11,'1',476.3333333,1 Adequate
'399731950442',4,'3','2',150000,155000,10,'1',577,1 Adequate
'736382190145',2,'4','3',530000,155000,9,'1',252.1666667,1 Adequate
